阅读,评论,标题,作者,最后更新
969,0,6月14日原创象来了象来了今天一、谈象聊牛二、复盘总,股友kNOWte,06-14 21:45
2366,2,热度过高了，说好的今天开始每天发3次，那么开始了:短,此生只买一只股,06-14 21:35
12011,89,财神小课堂开课啦——想把炒股当成第二职业，但资金又,财神小师妹,06-14 21:34
2235,9,我觉得老夏减持这事特别鬼，里面有一些门道，我看到减,基民y9oOAi,06-14 21:31
4027,1,大家回头去看看是不是6/9日开始介入比亚迪啊？那个时,唯龙首是瞻,06-14 21:30
3738,0,行业观察｜氢能落地重卡先行 产业破局亟待国产化,科创板日报,06-14 21:27
2146,0,小米造车选定比亚迪？王传福：正在洽谈一些项目,科创板日报,06-14 21:26
232,0,转发,股友xMRWcq3722,06-14 21:10
2249,0,本周比亚迪应该会成为市场热度总龙头吧！,一见你就发,06-14 21:08
377,0,朋友们，本人因资金需求，现公布从16号开始减持1000股,股市风腥风血,06-14 21:06
438,3,下个星期绝逼回调，头几天每天跌一点，甚至可能震荡一,基民n0o4Ga,06-14 21:05
537,1,突然闻到一丝风险老王亲自站台，放出利好，他在帮谁出,基民y9oOAi,06-14 21:03
10792,5,基金收评：证券、白酒、半导体板块分析及策略！,股海上的明灯,06-14 20:54
3742,1,中国汽车动力电池产业创新联盟近日发布2021年5月份动,海虹沉浮,06-14 20:54
6866,51,预测一下A股未来十年新增的万亿级市值的企业（顺序不,完美错过主升浪,06-14 20:45
1458,11,【峰哥假期复盘】点关注，不迷路。今天是端午假期第一,峰哥每日龙头策略,06-14 20:42
485,2,1000市盈率真牛,基民a6LEgT,06-14 20:41
317,0,自己看多就买，看空就卖，别整的跟个怨妇似的骂这骂那,涨停买不停,06-14 20:33
442,4,大跌模式已开启，超高风险。往后几天要大跌回调20m,韭菜的大本营,06-14 20:33
6791,3,假期，大事件！,贝壳投研,06-14 23:07
531,3,明天来个涨停板吧,基民uLLllV,06-14 20:32
345,0,还有减持呢，别太飘了，去年也是夏宣布后涨了一阵，然,coco想赚钱买包包,06-14 20:32
701,4,明天清仓长城汽车，重仓比亚迪，不到300元不卖一股[得,梦启蓝天,06-14 20:31
384,0,比亚迪改跌了。见好就收，现在出利好，开始减持套人了,股友1vx2397365,06-14 20:30
361,0,比亚迪下周还会带动新能源板块，夏季了需求空间更大,白雾青山,06-14 20:28
5348,23,上个星期还好只卖了3成仓位，比亚迪是我赚的最多的一,用寿命换涨停,06-14 20:23
728,8,王传福这几天疯狂吹牛拉高出货太明显，别想骗我接盘,股友769ya60699,06-14 20:22
2846,7,$光启技术(SZ002625)$$比亚迪(SZ002594)$明天就开市了,涨停在个性签名,06-14 20:14
345,0,未来什么车发展最快？智能汽车。即自动驾驶或准自动驾,股友Sal07e,06-14 20:09
351,0,创业板出白酒第一概念股了，美晨生态。,冲天风火轮2,06-14 20:09
350,0,转发,富有来财地傅红雪,06-14 20:07
387,0,比亚迪真有热度，下周新高吗？,股友tNgsJo,06-14 20:06
314,0,265这几天了,股友995Y086q65,06-14 19:57
458,1,明天涨停了，可惜140多时割了。,股友WrHuG7,06-14 19:49
5215,22,比亚迪前十大股东夏佐权计划6/18以后就减持了，共计12,一苇渡江001,06-14 19:33
335,0,明天开盘就抢一手[得意],涨停基因888,06-14 19:31
3080,0,劝雷军不要造车？王传福说是误读！比亚迪正与小米洽谈,红星资本局,06-14 19:31
310,0,002256兆新股份，我全身是宝，盐湖提锂，镁，纳，钾肥,股友8P305f7782,06-14 19:30
809,0,半导体起飞了,韭菜longsi,06-14 19:28
1471,0,半导体要起飞了,韭菜longsi,06-14 19:28
56866,218,比亚迪被写入高考题？王传福霸气回应！股价1个月大涨5,比亚迪资讯,06-14 19:20
430,3,259先看到[大笑]怎么样,股友jKjrrl,06-14 19:10
4898,10,短线炒股看走势，中线炒股看基本面，长线就得看公司的,轩逍客,06-14 19:07
415,1,目前这个价位，已清仓，入仓进海南，海南航空，原始股,海航十年磨一剑,06-14 19:03
1340,0,关于比亚迪的一些看法,想入,06-14 19:02
2342,31,王传福：华为手机大部分是比亚迪造的,比亚迪资讯,06-14 19:01
538,2,任正非和王传福是我最敬重的两位企业家,半导体光伏锂电,06-14 19:01
708,1,现在美国新能源汽车股票盘前全部上涨6-14,春暖花开免摇号,06-14 18:48
292,0,关注000402,坏人我做,06-14 18:47
418,0,涨不言顶，四天突破前高,Vincent_CSY,06-14 18:43
5801,51,赛基建：新工厂、换电站、检测机构……一大波项目纷至,长安汽车资讯,06-14 18:28
364,0,看谁死在最后？,爬地熊,06-14 18:27
407,0,超越特斯拉，中国需要这样的新能源全产业链企业！,慢牛牛发套套,06-14 18:21
376,0,比亚迪是个好股，只因囊中羞涩，可远观而不可亵玩焉，,王道投资007,06-14 18:17
393,1,只要死吹，证明已经在天上，看牌随时有掉下的可以能,基民ilJxZR,06-14 18:15
381,0,转发,有远见的人都在这,06-14 18:14
365,0,再热闹几天就大跌了，等着瞧。,股友Z6,06-14 18:12
716,8,5月11日我就提示过要去比亚迪抄底，有人听了吗，那些,股友N20e526309,06-14 18:08
5111,8,问：比亚迪和宁德时代的差距到底在哪里？答：六个涨停,GW5000,06-14 18:07
408,1,长风破浪会有时，直挂云帆济沧海。比亚迪伟大的中华民,ttydz0181,06-14 18:02
803,0,比亚迪正与小米洽谈汽车领域合作,慢牛旗手,06-14 17:47
3780,25,大胆预测下。四月份销量不是太好。四月份车展分流严重,股友587E3356g0,06-14 17:39
743,3,为啥我打新从来没有中过签？？有明白人吗,紧衣胃,06-14 17:33
1322,1,比亚迪本周融资净买入9375.23万元，居汽车行业板块第,两融追踪,06-14 17:30
507,2,下周压力位，突破了可以等前高了。,价值投资王老五,06-14 17:24
471,1,各位大神从长期来看长城能上涨到多少，长城和比亚迪选,蟑螂恶霸的哥哥,06-14 17:23
796,2,王传福最近这么高调来看，重磅利好远不止我们现在看到,股友5fChJj,06-14 17:22
1222,1,贪得无厌，赢得小利还要大利，翻一翻还要翻两翻。一波,金龙鱼投资小姐姐,06-14 17:20
605,2,老王看见股价一涨，心情大好，开始教育起雷布斯了，有,工行一枝花,06-14 17:20
2695,0,$中国中车(SH601766)$中国中车严重低估，持有中国时代,富有来财地傅红雪,06-14 17:18
872,1,被套和抄底的小伙伴们，一定要好好利用王传福这次大发,猎妖师Jackbless,06-14 17:17
1216,5,风来了！它来了！终于要来了！都要起飞了！各位坐好了,王者归来之PK,06-14 17:15
1605,3,2025年比亚迪营收规模将达到万亿！！！！2017年过后，,王者归来之PK,06-14 17:14
1292,3,如果整车厂没有软件能力，那就真的只剩下加工制造这个,oo正月初五oo,06-14 17:14
401,0,估计这种割在160块地板上的小韭菜最近晚晚都哭的睡不,猎妖师Jackbless,06-14 17:13
882,3,不掌握自动驾驶技术，车厂不但失去议价权，也将沦为简,oo正月初五oo,06-14 17:12
342,0,最近利好太多,股友755867W88p,06-14 17:12
5868,47,一个做口罩的小公司股价涨这么高，等疫情过去大家不用,JTpro,06-14 17:08
365,1,机构玩吧，我走了，割的是心头肉，是时候改名字了,果断跟着大势走,06-14 17:01
578,5,资本市场用来洗脑智商低的人群接盘的三大法宝：第一.,猎妖师Jackbless,06-14 17:00
3566,2,股价是大资金左右的，K线也是大资金画出来的，他们的,股市高抛低吸,06-14 16:51
383,0,小心踩踏？,爬地熊,06-14 16:50
382,0,转发,股友kLtToo,06-14 16:50
992,5,自己的品牌不好好做，去给别人做代工，看看富士康就是,打豆豆哦,06-14 16:43
6840,5,看宁德时代招聘软件工程师，年薪六十万，送5000股宁德,工行一枝花,06-14 16:40
785,5,从大国重器到高考试题，比亚迪，了不起！[赞][赞][赞],金玉满堂的牛哥,06-14 16:38
3237,19,大家买股票是怎么选择的 看K线还是主力资金的流入流出,年年积玉的段智兴,06-14 16:36
371,0,要不要挂单卖点，兄弟们,国服榜首蔡文姬,06-14 16:32
14617,44,比亚迪5月份销售量点评！6-8,牛股天下无敌,06-14 16:22
484,1,好像比亚迪今年没有涨停过,去快活林转转,06-14 16:01
3097,5,热度排名前三了，看来一天两次不够啊，那就一天三吧。,此生只买一只股,06-14 15:58
3849,5,一口气涨了50点累不累呀，下来歇会吧让我上车，最低点,求搭一下顺风车,06-14 15:57
3753,19,周三，周四，周五，指数走势与热点板块分析，今天酿酒,炒股参谋东哥,06-14 15:56
602,2,再接再厉明天来个大跌,股友KOBF,06-14 15:55
2136,5,这个是我见过最吹比亚迪的采访了吧？[笑哭]日期：美国,xthoney,06-14 15:48
1564,0,锂电设备行业高景气，龙头是那些？,柑说财经,06-14 15:42
16713,127,冲上热搜！比亚迪王传福：华为手机大部分是我们造的 ,比亚迪资讯,06-14 15:38
618,3,股吧空仓者唱空比亚迪市盈率高再坐个位怎么看,华尔街小升,06-14 15:36
428,0,与华为究竟是什么关系？,常识加理性,06-14 15:30
2239,8,呵呵呵，这两天比亚迪暗盘三个涨停了吧。这么急赤白咧,千亿小科逆风扬077,06-14 15:12
466,0,拭目以待，年底见,股友OWuGgz,06-14 15:10
1720,4,2020年，比亚迪新能源车在中国的市占率是19%，我认为,老迪粉,06-14 15:09
448,2,早知道了，除了比亚迪有汽车芯片和电池，还有那家车企,股友583k0531n9,06-14 15:08
991,5,"现在很多人都等着回到160,170,180,190补仓或者抄底吧",股友Ixm2B3,06-14 15:04
392,0,继续看多,东方短线高手,06-14 15:02
944,3,别忘了比亚迪因为什么走出上升趋势的,玉树之王者之风,06-14 15:01
693,4,002594  第一目标价 594元！,色即空多,06-14 15:01
6722,14,明天比亚迪精彩了，预计上涨8-10个点，美股新能源大爆,我的目标是星辰大海,06-14 15:00
5396,6,走在前端的特变电工新能源300kW+系列组串式逆变器,光伏头条,06-14 15:00
898,5,利好出尽，后面没有幻想了，周二冲高回落收盘大跌,小跳蚤蹦蹦哒4032,06-14 15:00
2111,32,离200近在咫尺，到目标就撤离了，下个目标隆平高科。,有情怀的印度股友,06-14 14:58
336,0,转发,富有来财地傅红雪,06-14 14:58
1747,5,对成长性的公司用市盈率市净率净资产收益率等等衡量标,跟随是真,06-14 14:50
1675,1,苹果与比亚迪合作具体细节在此……比亚迪新能源平台对,滚动的石头,06-14 14:49
408,0,转发,富有来财地傅红雪,06-14 14:48
751,5,贡献了一辆,花开如意地李白,06-14 14:42
2784,0,基金周榜 光伏和计算机新上榜，机会来了吗？,加仓根本停不下来,06-14 14:39
390,0,天天利好，这是要跑路节奏,飞黄善贾得洪七公,06-14 14:33
306,0,转发,富有来财地傅红雪,06-14 14:31
1092,6,怪不得这几天老发利好，原来配合大股东马上可以减持了,大肉包2019,06-14 14:23
647,5,高管：发布多一点利好，股价再高一点，这样我减持就可,财富自由V大格局,06-14 14:21
8786,4,王传福紧急辟谣：没有劝雷军别造车！比亚迪正和小米洽,券商中国,06-14 14:17
1213,0,比亚迪本周被深股通减持3.33亿元，周内减持市值两市排,胖猫周周见,06-14 14:06
429,0,讲个故事：分红0.14元[大笑][大笑][大笑][大笑][大笑],工行一枝花,06-14 13:59
491,0,有票的，低调捏死遇调整补仓，十年征程,干就对了阿,06-14 13:53
436,0,这么多利好的消息这周走远了这是为减持造势啊看谁跑的,股友9qtuiN,06-14 13:36
34034,35,大盘高开低走再失3600，持股过节是否妥当？（6.11）,恬淡虚无股心常在,06-14 13:32
478,0,这形态像极了天际股份,持股不动牛皮,06-14 13:20
705,3,比亚迪只要回调，就全仓买入。,股友WrHuG7,06-14 13:14
866,9,下周160见，兄弟们，相信我,改个名字太难了,06-14 12:59
492,0,中国船舶，600150，离腾飞不远了,嫣花微笑5355,06-14 12:55
477,0,一堆人好的3005001000哎刚涨就这样，下周不妙了,股友723897LE27,06-14 12:53
530,1,股价超越宁德时代是必然的。,ttydz0181,06-14 12:44
1766,10,比亚迪新能源汽车5月销售31681辆,比亚迪资讯,06-14 12:44
1214,8,连涨五周了，会不会回调一下,股友McDVty,06-14 12:40
504,0,不瞒大家说，我看好未来中国出来几个3万亿+市值的汽车,曲径通幽价值再造,06-14 12:38
852,6,年前追高跑步入场，从240的成本一路做到199，持股77天,基民1Q1183L736,06-14 12:35
510,0,之前说涨他们说我是托[捂脸],股友VTSare,06-14 12:32
688,4,看好比亚迪，保守估计能突破270,喜落山央,06-14 12:25
1164,0,正是因为现在还有那么多看不明白比亚迪的，才能给与我,ttydz0181,06-14 12:19
1152,14,177卖了，买了6300股，市值好像是110万左右，拿到今天,假装热爱生活,06-14 12:16
123,0,岁月静好，伴之随行，人若无历，怎懂谈悲，爱似刀痕，,买跌不买张,06-14 12:11
532,1,能到240左右吧？毕竟要让前面小山顶的人解套需要不是,懋割523,06-14 12:03
5934,12,比亚迪估计会破前高。苹果合作电池，小米合作造车。听,王出财经短线,06-14 12:02
2120,8,一直就不明白，BYD做整车的总市值怎么就就干不过宁德,白马跃长安,06-14 11:51
422,2,尾盘下车，不知道是对是错，总感觉要下跌一下,高德凯3010,06-14 11:48
571,2,三月融资融券买了4200股，成本182，今天228下车了。14,富可纳福de叶孤城,06-14 11:36
452,5,太牛了,超级无敌噗,06-14 11:31
434,3,加仓加仓,BJ777,06-14 11:28
4947,1,国产芯片的5大误区,逆投行者,06-14 11:26
4978,43,比亚迪仅靠一个大型轿车c级汉就远超尉小理三强，因为,一路有你856997,06-14 11:26
508,0,开盘跑的快些。这些都不是内幕,基民20H15v5259,06-14 11:17
726,1,这年头造手机的想造车不和比亚迪合作会多走10年弯路，,跟着牛股炒牛股,06-14 11:15
512,0,别瞎比比啦，涨跌是你们能掌控的吗？,随量随趋势,06-14 11:06
684,3,为什么跌到位了空狗出来乱吠，涨到位了多煮出来唱多！,股地一农夫,06-14 10:57
973,2,比亚迪与苹果造车,股友xrmUzN,06-14 10:44
853,3,王老板广告效果真好，过几天再发条所有新能源车外壳都,主升浪zzb,06-14 10:44
3258,0,自曝三大固有经营风险 滴滴如何讲好IPO故事,经济观察报,06-14 10:40
726,2,又到了每日一贴的时候:短期见顶，周二开盘就跑，烦死,此生只买一只股,06-14 10:35
1032,2,锂电池PVDF电极粘结剂,looklatter666,06-14 10:26
603,9,真稳啊,飞黄四海de江别鹤,06-14 10:23
457,3,比亚迪，未来可期,炒股不能认栽,06-14 10:23
14660,55,比亚迪将发布全新高端车型 弗迪电池未来一至两年申请I,牛股天下无敌,06-14 10:18
298,0,看好比亚迪，我的最爱,我是东方红,06-14 10:18
1462,0,荣耀50即将发布；叮咚买菜持股比例曝光；比亚迪小米正,DoNews,06-14 10:05
1532,0,上周四，比亚迪因为老板王传福一番演讲火了，比亚迪董,海虹沉浮,06-14 10:00
947,4,本来我一直都是很沉着的，看到这么多看多的，我开始慌,GW5000,06-14 09:55
511,3,到了前期严重套牢区，下午跳水无悬念！,xiaozhustrong,06-14 09:49
535,0,欲让其灭亡 必先让其疯狂,股友qGvzim,06-14 09:40
2095,87,[献花],烽烟是我er,06-14 09:40
1017,21,只想说，短期需要调整一下了,生财积玉的任我行,06-14 09:37
661,2,起初，我只想做一颗安静的韭菜，奈何韭欲静而风不止；,a不多不空a,06-14 09:19
617,2,三元要凉，还是得磷酸铁锂,半导体光伏锂电,06-14 09:15
1292,0,"呵呵,看到很多人都说比亚迪市盈率高",嘟_嘟_噜,06-14 09:10
582,0,目标价299，干,股友MF666999,06-14 08:48
6533,25,未来的比亚迪肯定不行了，产能太差，现在各方势力都跑,做空A股1年赚1亿,06-14 08:47
509,3,陪你从271到了169，却不敢陪你从141到222，有勇气亏钱,GodKinG7689,06-14 08:46
408,3,左手比亚迪，右手隆基，冲鸭。。。,万水千山都走遍,06-14 08:45
562,2,昨天与王总在会所喝酒，他叫我不到500不要撒手[大笑],石佛财经,06-14 08:44
1811,10,“此前，在亚布力中国企业家论坛“中国商业心灵”活动,w12321,06-14 08:39
550,0,牛逼,喋喋不休zzz,06-14 08:36
7770,26,炒股之路，蜀道之难，生存法则，只给有缘人，牢记的股,涅槃重生归来,06-14 08:34
498,2,做了个梦比亚迪185元了,花开广进地楚留香,06-14 08:26
489,2,周二来个大跌的话加仓.,涨婷婷是也allin,06-14 08:23
1226,0,【工信部：我国电动智能汽车在全球范围内形成先发优势,一见你就发,06-14 08:13
367,2,快拉,日进如意地苏星河,06-14 08:12
604,0,热度越来越高了，老规矩，上午第一帖:短期见顶了，周,此生只买一只股,06-14 08:08
1229,2,如果大家理解比亚迪跟小米假期的消息是利好的话，假期,稳扎稳打369,06-14 08:05
275,1,我是比粉，坚持持股比亚迪不放松！,股蜂王,06-14 08:05
1159,1,请问中国中车什么时候生产新能源商务车，和轿车，越野,多财为富de卡卡西,06-14 07:54
488,0,端午安康,盆满钵满幸福满满,06-14 07:46
466,0,转发,多财为富de卡卡西,06-14 07:32
1478,7,昨天扫货进了一手，今日拉高果断出货。说下理由,静如宝马,06-14 07:27
24328,12,多头小幅放量拿下3600，端午前A股如何收关？（6.10）,恬淡虚无股心常在,06-14 07:13
572,4,希望华为和比亚迪合作，,股友8S19126r70,06-14 06:58
519,0,好票，加速上涨,天阳玖玖,06-14 06:56
3872,10,小米和比亚迪如果有合作意向的话应该是动力电池部分，,w12321,06-14 06:39
452,0,全是利好全是狂热，利润估值减持利空直接无视,逍遥ZXB5872,06-14 06:38
484,1,来新疆旅游吧，6-8月最佳旅游期。一天看完四季美不胜,云梦娃,06-14 06:36
682,1,想当初比亚迪低价股摆在我面前，一脚踢飞，再也没有回,仙女姐姐你真棒,06-14 06:25
6705,12,快讯！比亚迪宋PLUS DM-i4个月以后才能提车 6-7,牛股天下无敌,06-14 06:12
3900,21,比亚迪DM-i车型订单超10万 产能不足何时解决？ 2021年,牛股天下无敌,06-14 06:09
12718,63,最近多只抱团股创历史新高 比亚迪啥时创历史新高？5-3,牛股天下无敌,06-14 06:07
11626,27,新能源积分价格已涨10倍， 比亚迪成大赢家！5-22,牛股天下无敌,06-14 06:04
1619,10,自研自产自用 装车破千万颗 比亚迪车规级MCU再迎里程,牛股天下无敌,06-14 06:04
375,0,转发,多财为富de卡卡西,06-14 04:36
27285,10,周线图上阴十字星闪烁，下周大盘能否再度上攻？ (周博,恬淡虚无股心常在,06-14 04:15
337,0,转发,多财为富de卡卡西,06-14 03:25
294,0,转发,多财为富de卡卡西,06-14 03:21
275,0,转发,多财为富de卡卡西,06-14 03:17
393,0,进来16亿，要割韭菜了，注意风险,涨婷婷是也allin,06-14 02:20
2295,6,高位利好就是利空，低位利空就是利好。明显再找接盘侠,柳飘漂,06-14 02:11
1097,12,老天保佑，下周比亚迪一定要大跌，我们甩下车的怎么办,股友jdNBMw,06-14 01:59
799,2,比亚迪股价至少会站上400以上，甚至500，只是时间问题,I_灵感在线_I,06-14 01:26
386,0,利好就是利空，完了，周二，开盘跑路,飞黄善贾得洪七公,06-14 01:20
546,3,有没有深入了解比亚迪的大佬，讲讲比亚迪的未来或者其,lucky董先生,06-14 01:19
1187,0,下一个铝“茅”大超预期，日落西山你不陪，东山在起不,股友599861eJ52,06-14 01:09
533,1,002103即将一波40%。,方洗摸,06-14 01:01
402,0,B浪反弹，见好就收[微笑],假智投资,06-14 00:53
810,2,273只是初露锋芒，16年的辉煌才刚刚开始，中国第一台,何求2021,06-14 00:52
523,3,云巴大家知不知道是什么,股友82F095I301,06-14 00:42
829,1,去年买过一次比亚迪，180买220卖了，之后222又买242又,股友I4Oz0e,06-14 00:27
351,0,下周二必跌，掩护主力出货,股友I17yeQ,06-14 00:21
369,0,别唱空了下周高开4个点继续往上杀冲破300稳稳的,华尔街小升,06-14 00:21
497,4,不玩了，扛不住了，这个公司拉黑一百年了,江以南st,06-13 23:50
1913,0,王传福称“和小米汽车正洽谈合作” 比亚迪独家回应代,经济观察报,06-13 23:31
649,4,明天继续涨6.03个点～,乘风破浪一花老师,06-13 23:29
9599,3,2021年各行业最全龙头股名单（建议收藏）,沃牛财经,06-13 23:28
27812,5,比亚迪王传福：正和小米洽谈造车合作！米迪汽车会横空,私募思维,06-13 23:24
885,8,前天昨天我说啥来着，没人听话,莫益平,06-13 23:23
590,2,现在还能上车吗各位老板们,蟑螂恶霸的哥哥,06-13 23:20
666,0,比亚迪跟华为合作手机代工，苹果也来比亚迪洽谈刀片电,有远见的人都在这,06-13 23:17
4930,31,也要看清楚，一旦比亚迪小米合作，苹果跟华为还会有机,能割善捂369369,06-13 23:16
730,6,小心低开大阴套死你？,爬地熊,06-13 23:10
320,0,转发,无情绪交易者,06-13 23:02
606,3,还有老朋友记得工行一枝花吗？我在茅台吧发现了她。因,能割善捂369369,06-13 23:00
296,0,看空比亚迪,JTpro,06-13 22:54
16139,64,比亚迪：冲天炮发射，为6月8日的股东大会献上大礼，同,大开眼界520,06-13 22:49
1553,9,再现球术突破！低成本膜吸附法高镁锂比盐湖提锂技术获,snsy,06-13 22:45
1728,11,从75元股价，20年初就在关注了。当时新能源还没概念。,不讲武德美杜莎,06-13 22:41
1870,0,【科技报告】行业蓄势待发？半导体硅片产业链，深度研,并购优塾,06-13 22:39
488,1,抄底了吧[国家队][国家队][国家队],一流的我,06-13 22:33
552,4,是不是油价涨了利好电动车[笑哭],暴躁老鸡,06-13 22:28
382,1,还是波段仓舒服啊，不破十日线一直持有,伍零壹团,06-13 22:27
520,0,比亚迪下周继续暴涨,股友h6m3o7,06-13 22:25
448,0,1000亿比亚迪代工，这利润可以的[鼓掌],老科668,06-13 22:22
634,4,夏某某不减持了吗？,股友4WpFSl,06-13 22:11
402,0,秒杀特斯拉[鼓掌][鼓掌],一流的我,06-13 22:04
1407,0,丰田掉队？,新眸深度,06-13 22:03
549,3,小米造成也要交给比亚迪。,ttydz0181,06-13 22:02
1040,9,评论里没一个好人吗的害老子抛了4w股尼码都说会跌吗的,股友6of8050681,06-13 21:51
2337,13,比亚迪、长安汽车和长城汽车，新能源汽车板块跑出了三,跟踪超级牛股,06-13 21:49
1234,0,大家觉得王传福格局怎么样,凛冬将至马力的,06-13 21:37
1706,11,一生之中，我们遇见的每个人，发生在我们身上的每件事,涅槃重生归来,06-13 21:36
7365,1,李录：现代化十六讲（之一、二）,基少成多81,06-13 21:36
1090,18,利好兑现，周二冲高回落，尾盘应该会跌停，机构出货完,改个名字太难了,06-13 21:27
556,0,比亚迪,财经小百科,06-13 21:18
558,3,坚定做多，中国万岁，核心资产，坚定持有，别被甩了。,仙草红花,06-13 21:16
454,1,这种人气丝散户集中营的股票，主力当散财童子来给散户,股友4WpFSl,06-13 21:12
722,0,比亚迪的错，错在它不够酷。小观未来三五年的趋势，这,仙草红花,06-13 21:09
359,0,小B庄们，冲啊！,爬地熊,06-13 21:02
435,1,高不敢追，低不敢入[兴奋],暴躁老鸡,06-13 21:01
393,0,想想最坏的结果是什么，股市有风险。如果做好了最坏结,仙草红花,06-13 21:00
4019,1,2021重庆车展观察：长安宣战比亚迪，长城火炮又被抢光,功夫汽车,06-13 20:57
591,0,利好，涨了有人说利好消息涨的，跌了又说主力趁利好消,炒股赚钱了买车,06-13 20:56
5715,36,比亚迪短线小目标：208元。巨龙腾飞，别去质疑。前高2,大开眼界520,06-13 20:54
1911,0,也行现在是光伏能源发电开始真正时期,潜伏王子,06-13 20:47
609,3,刚刚在路口，看到了一辆比亚迪新能源公交车，地标广西,相逢大盘4000点,06-13 20:43
1111,2,看前高的基本上就两个想法1.以宁德时代为代表的新能源,茅台小公举,06-13 20:42
9644,3,【资讯早知道】多地进一步促进大宗消费 汽车和家电成,嘉实基金,06-13 20:34
392,0,这货创新高没点问题,辣椒不辣666,06-13 20:33
590,3,看涨的人越多我就越兴奋[大笑]因为离到头不远了,JTpro,06-13 20:31
6783,22,比亚迪涨到了95，太高了！这是去年我的亲戚对我说的一,纳兰论股,06-13 20:29
1017,5,清空手上的其余股票，周二全仓买入比亚迪，坐等今年翻,股友OG0OGS,06-13 20:28
523,1,大哥们比亚迪现在还能上车吗？[俏皮],蟑螂恶霸的哥哥,06-13 20:22
4481,15,老王说现在的电池可以做到1.5万次的充电循环。大概就,西楚股客,06-13 20:22
626,0,5月动力电池产量环增6.7%磷酸铁锂电池占比升至63.6%同,笑看风云_1777,06-13 20:18
664,4,下一个交易日中午买是不是保险一点,极红的克琳希德尔,06-13 20:18
471,0,别的不知道，但是船夫哥战略布局，加上雷哥的米式营销,笨头笨脑还炒股,06-13 20:16
1112,5,比亚迪市值会稳步逼近特斯拉。比亚迪目前6000亿，特斯,快乐投资长线投资,06-13 20:15
543,4,看到利好我就要减仓，后面无所谓，保护利润最重要,股友lGBbnU,06-13 20:14
641,3,先看市进率再看市盈率大哥们,华尔街小升,06-13 19:52
1032,3,都说众泰的新东家是比亚迪，如果是真的，比亚迪的股价,股友998d6p2930,06-13 19:51
4146,1,北汽银翔完成破产重整：更名北汽瑞翔重新“起航”,21世纪经济报道,06-13 19:49
785,6,开始走加速了！这一波反弹不会超过240好话不说第二遍,股友vk3xny,06-13 19:48
4433,14,最新消息！！弗迪电池将引入各大汽车厂商作为战略股东,王者归来之PK,06-13 19:48
1538,4,恭喜持股过节的朋友。1小米合作基本落地了。2懂车帝大,蒋罗济,06-13 19:48
2348,6,前有广汽的”固体电池“，又来了一个搞笑的长安汽车,股友xrmUzN,06-13 19:48
643,2,比亚迪集电池+智能新能源车+芯片年底必破300元大关，,股友38D8120i89,06-13 19:45
814,5,下周二没机会上车了[哭]直接打板,股友gc92vi1l,06-13 19:39
1189,1,估计比亚迪中报不会太好看坐等汉DMi上市，预测价格16.,八戒蛮腰,06-13 19:34
742,3,这一波能到300元吗,n166113622912482,06-13 19:26
693,3,前高压力位，最多涨到280就会大调整了。,猎妖师Jackbless,06-13 19:26
33286,265,王传福：“华为手机大部分我们造的” 6000亿比亚迪竟,比亚迪资讯,06-13 19:12
472,0,超大单有6笔买单，然而卖单只有2笔,皆有可能3327,06-13 19:08
469,1,为什么要存在周末，节假日[大笑][大笑][大笑][大笑],子浩龚,06-13 18:57
486,2,不对，股吧越来越热，本来一天唱一次，看来要半天一次,此生只买一只股,06-13 18:55
1153,1,唐DM23.68W～28.68W汉DM21.98W～23.98W宋DM16.98,八戒蛮腰,06-13 18:54
383,0,转发,私募思维,06-13 18:51
4248,5,看好比亚迪，攻破前高。能否反超宁德时代成为龙一，看,忠言逆耳2021,06-13 18:48
565,1,历史总是惊人的相似，期待下周开始到七月底市场开始主,三生万万里,06-13 18:47
831,4,如果比亚迪在美国，最少值2万亿，比亚迪什么都干而且,广东股神N90,06-13 18:38
1086,5,发利好出货吧！华为手机今年由于芯片生产很少了，比亚,与狼共舞321,06-13 18:34
707,3,160元，都说高了只值100元，这一涨都不说高、早晚上1,富有满堂得袁承志,06-13 18:32
1264,8,国家战略，大家想想会涨到多少？500不敢说，但是350是,点石来财的洪七公,06-13 18:31
944,9,下周酒的天下，立贴为证！！！比亚迪该歇歇了,股友76617l8r31,06-13 18:25
362,0,杨梅的季节到了有人吃多了吧[奸笑][奸笑],股友QOKpmE,06-13 18:25
3400,0,北汽银翔破产重整归来，新品牌“瑞翔”亮相，负债超百,红星资本局,06-13 18:24
448,1,比亚迪口罩不赚钱了，业绩猛降,股友WiiGAZ,06-13 18:21
741,1,周二开始比亚迪至少两个涨停板，没机会上车了,梦启蓝天,06-13 18:20
3971,0,5月动力电池产量环增6.7% 磷酸铁锂电池占比升至63.6%,操盘必读,06-13 18:08
737,3,下周涨上300,莫轻信,06-13 17:53
651,3,遥想去年八十块没有买,股友13VfvR,06-13 17:48
902,11,上影线太长了下周不妙,股友U1850Q6601,06-13 17:48
576,3,重磅！！高管又减持，不如买新能源和碳中和的技术最牛,e资讯,06-13 17:43
23359,16,王阳明时刻,招财猫财富攻略,06-13 17:36
450,0,他意思是要冲1000元！,mars_li,06-13 17:29
586,1,我不想奋斗了就靠比亚迪了,张投机,06-13 17:18
1232,1,后市猜想：大盘走出了两种走势中我们不愿意看到的一种,n802013,06-13 17:12
